1.1 א  בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ.	1 In the beginning God created the heaven and the earth.
26.9 ט  וַיִּקְרָא אֲבִימֶלֶךְ לְיִצְחָק, וַיֹּאמֶר אַךְ הִנֵּה אִשְׁתְּךָ הִוא, וְאֵיךְ אָמַרְתָּ, אֲחֹתִי הִוא; וַיֹּאמֶר אֵלָיו, יִצְחָק, כִּי אָמַרְתִּי, פֶּן-אָמוּת עָלֶיהָ.	9 And Abimelech called Isaac, and said: 'Behold, of a surety she is thy wife; and how saidst thou: She is my sister?' And Isaac said unto him: 'Because I said: Lest I die because of her.'
26.10 י  וַיֹּאמֶר אֲבִימֶלֶךְ, מַה-זֹּאת עָשִׂיתָ לָּנוּ; כִּמְעַט שָׁכַב אַחַד הָעָם, אֶת-אִשְׁתֶּךָ, וְהֵבֵאתָ עָלֵינוּ, אָשָׁם.	10 And Abimelech said: 'What is this thou hast done unto us? one of the people might easily have lain with thy wife, and thou wouldest have brought guiltiness upon us.'
26.11 יא  וַיְצַו אֲבִימֶלֶךְ, אֶת-כָּל-הָעָם לֵאמֹר:  הַנֹּגֵעַ בָּאִישׁ הַזֶּה, וּבְאִשְׁתּוֹ--מוֹת יוּמָת.	11 And Abimelech charged all the people, saying: 'He that toucheth this man or his wife shall surely be put to death.'
26.12 יב  וַיִּזְרַע יִצְחָק בָּאָרֶץ הַהִוא, וַיִּמְצָא בַּשָּׁנָה הַהִוא מֵאָה שְׁעָרִים; וַיְבָרְכֵהוּ, יְהוָה.	12 And Isaac sowed in that land, and found in the same year a hundredfold; and the LORD blessed him.
26.13 יג  וַיִּגְדַּל, הָאִישׁ; וַיֵּלֶךְ הָלוֹךְ וְגָדֵל, עַד כִּי-גָדַל מְאֹד.	13 And the man waxed great, and grew more and more until he became very great.
26.14 יד  וַיְהִי-לוֹ מִקְנֵה-צֹאן וּמִקְנֵה בָקָר, וַעֲבֻדָּה רַבָּה; וַיְקַנְאוּ אֹתוֹ, פְּלִשְׁתִּים.	14 And he had possessions of flocks, and possessions of herds, and a great household; and the Philistines envied him.
26.15 טו  וְכָל-הַבְּאֵרֹת, אֲשֶׁר חָפְרוּ עַבְדֵי אָבִיו, בִּימֵי, אַבְרָהָם אָבִיו--סִתְּמוּם פְּלִשְׁתִּים, וַיְמַלְאוּם עָפָר.	15 Now all the wells which his father's servants had digged in the days of Abraham his father, the Philistines had stopped them, and filled them with earth.
26.16 טז  וַיֹּאמֶר אֲבִימֶלֶךְ, אֶל-יִצְחָק:  לֵךְ, מֵעִמָּנוּ, כִּי-עָצַמְתָּ מִמֶּנּוּ, מְאֹד.	16 And Abimelech said unto Isaac: 'Go from us; for thou art much mightier than we.'
26.17 יז  וַיֵּלֶךְ מִשָּׁם, יִצְחָק; וַיִּחַן בְּנַחַל-גְּרָר, וַיֵּשֶׁב שָׁם.	17 And Isaac departed thence, and encamped in the valley of Gerar, and dwelt there.
26.18 יח  וַיָּשָׁב יִצְחָק וַיַּחְפֹּר אֶת-בְּאֵרֹת הַמַּיִם, אֲשֶׁר חָפְרוּ בִּימֵי אַבְרָהָם אָבִיו, וַיְסַתְּמוּם פְּלִשְׁתִּים, אַחֲרֵי מוֹת אַבְרָהָם; וַיִּקְרָא לָהֶן, שֵׁמוֹת, כַּשֵּׁמֹת, אֲשֶׁר-קָרָא לָהֶן אָבִיו.	18 And Isaac digged again the wells of water, which they had digged in the days of Abraham his father; for the Philistines had stopped them after the death of Abraham; and he called their names after the names by which his father had called them.
26.19 יט  וַיַּחְפְּרוּ עַבְדֵי-יִצְחָק, בַּנָּחַל; וַיִּמְצְאוּ-שָׁם--בְּאֵר, מַיִם חַיִּים.	19 And Isaac's servants digged in the valley, and found there a well of living water.
26.20 כ  וַיָּרִיבוּ רֹעֵי גְרָר, עִם-רֹעֵי יִצְחָק לֵאמֹר--לָנוּ הַמָּיִם; וַיִּקְרָא שֵׁם-הַבְּאֵר עֵשֶׂק, כִּי הִתְעַשְּׂקוּ עִמּוֹ.	20 And the herdmen of Gerar strove with Isaac's herdmen, saying: 'The water is ours.' And he called the name of the well Esek; because they contended with him.
26.21 כא  וַיַּחְפְּרוּ בְּאֵר אַחֶרֶת, וַיָּרִיבוּ גַּם-עָלֶיהָ; וַיִּקְרָא שְׁמָהּ, שִׂטְנָה.	21 And they digged another well, and they strove for that also. And he called the name of it Sitnah.
26.22 כב  וַיַּעְתֵּק מִשָּׁם, וַיַּחְפֹּר בְּאֵר אַחֶרֶת, וְלֹא רָבוּ, עָלֶיהָ; וַיִּקְרָא שְׁמָהּ, רְחֹבוֹת, וַיֹּאמֶר כִּי-עַתָּה הִרְחִיב יְהוָה לָנוּ, וּפָרִינוּ בָאָרֶץ.	22 And he removed from thence, and digged another well; and for that they strove not. And he called the name of it Rehoboth; and he said: 'For now the LORD hath made room for us, and we shall be fruitful in the land.'
26.23 כג  וַיַּעַל מִשָּׁם, בְּאֵר שָׁבַע.	23 And he went up from thence to Beer-sheba.
26.24 כד  וַיֵּרָא אֵלָיו יְהוָה, בַּלַּיְלָה הַהוּא, וַיֹּאמֶר, אָנֹכִי אֱלֹהֵי אַבְרָהָם אָבִיךָ; אַל-תִּירָא, כִּי-אִתְּךָ אָנֹכִי, וּבֵרַכְתִּיךָ וְהִרְבֵּיתִי אֶת-זַרְעֲךָ, בַּעֲבוּר אַבְרָהָם עַבְדִּי.	24 And the LORD appeared unto him the same night, and said: 'I am the God of Abraham thy father. Fear not, for I am with thee, and will bless thee, and multiply thy seed for My servant Abraham's sake.'
26.25 כה  וַיִּבֶן שָׁם מִזְבֵּחַ, וַיִּקְרָא בְּשֵׁם יְהוָה, וַיֶּט-שָׁם, אָהֳלוֹ; וַיִּכְרוּ-שָׁם עַבְדֵי-יִצְחָק, בְּאֵר.	25 And he builded an altar there, and called upon the name of the LORD, and pitched his tent there; and there Isaac's servants digged a well.
26.26 כו  וַאֲבִימֶלֶךְ, הָלַךְ אֵלָיו מִגְּרָר; וַאֲחֻזַּת, מֵרֵעֵהוּ, וּפִיכֹל, שַׂר-צְבָאוֹ.	26 Then Abimelech went to him from Gerar, and Ahuzzath his friend, and Phicol the captain of his host.
26.27 כז  וַיֹּאמֶר אֲלֵהֶם יִצְחָק, מַדּוּעַ בָּאתֶם אֵלָי; וְאַתֶּם שְׂנֵאתֶם אֹתִי, וַתְּשַׁלְּחוּנִי מֵאִתְּכֶם.	27 And Isaac said unto them: 'Wherefore are ye come unto me, seeing ye hate me, and have sent me away from you?'
26.28 כח  וַיֹּאמְרוּ, רָאוֹ רָאִינוּ כִּי-הָיָה יְהוָה עִמָּךְ, וַנֹּאמֶר תְּהִי נָא אָלָה בֵּינוֹתֵינוּ, בֵּינֵינוּ וּבֵינֶךָ; וְנִכְרְתָה בְרִית, עִמָּךְ.	28 And they said: 'We saw plainly that the LORD was with thee; and we said: Let there now be an oath betwixt us, even betwixt us and thee, and let us make a covenant with thee;
26.29 כט  אִם-תַּעֲשֵׂה עִמָּנוּ רָעָה, כַּאֲשֶׁר לֹא נְגַעֲנוּךָ, וְכַאֲשֶׁר עָשִׂינוּ עִמְּךָ רַק-טוֹב, וַנְּשַׁלֵּחֲךָ בְּשָׁלוֹם; אַתָּה עַתָּה, בְּרוּךְ יְהוָה.	29 that thou wilt do us no hurt, as we have not touched thee, and as we have done unto thee nothing but good, and have sent thee away in peace; thou art now the blessed of the LORD.'
26.30 ל  וַיַּעַשׂ לָהֶם מִשְׁתֶּה, וַיֹּאכְלוּ וַיִּשְׁתּוּ.	30 And he made them a feast, and they did eat and drink.
26.31 לא  וַיַּשְׁכִּימוּ בַבֹּקֶר, וַיִּשָּׁבְעוּ אִישׁ לְאָחִיו; וַיְשַׁלְּחֵם יִצְחָק, וַיֵּלְכוּ מֵאִתּוֹ בְּשָׁלוֹם.	31 And they rose up betimes in the morning, and swore one to another; and Isaac sent them away, and they departed from him in peace.
26.32 לב  וַיְהִי בַּיּוֹם הַהוּא, וַיָּבֹאוּ עַבְדֵי יִצְחָק, וַיַּגִּדוּ לוֹ, עַל-אֹדוֹת הַבְּאֵר אֲשֶׁר חָפָרוּ; וַיֹּאמְרוּ לוֹ, מָצָאנוּ מָיִם.	32 And it came to pass the same day, that Isaac's servants came, and told him concerning the well which they had digged, and said unto him: 'We have found water.'
26.33 לג  וַיִּקְרָא אֹתָהּ, שִׁבְעָה; עַל-כֵּן שֵׁם-הָעִיר בְּאֵר שֶׁבַע, עַד הַיּוֹם הַזֶּה.  {ס}	33 And he called it Shibah. Therefore the name of the city is Beer-sheba unto this day. {S}
26.34 לד  וַיְהִי עֵשָׂו, בֶּן-אַרְבָּעִים שָׁנָה, וַיִּקַּח אִשָּׁה אֶת-יְהוּדִית, בַּת-בְּאֵרִי הַחִתִּי--וְאֶת-בָּשְׂמַת, בַּת-אֵילֹן הַחִתִּי.	34 And when Esau was forty years old, he took to wife Judith the daughter of Beeri the Hittite, and Basemath the daughter of Elon the Hittite.
26.35 לה  וַתִּהְיֶיןָ, מֹרַת רוּחַ, לְיִצְחָק, וּלְרִבְקָה.  {ס}	35 And they were a bitterness of spirit unto Isaac and to Rebekah. {S}
27.1 א  וַיְהִי כִּי-זָקֵן יִצְחָק, וַתִּכְהֶיןָ עֵינָיו מֵרְאֹת; וַיִּקְרָא אֶת-עֵשָׂו בְּנוֹ הַגָּדֹל, וַיֹּאמֶר אֵלָיו בְּנִי, וַיֹּאמֶר אֵלָיו, הִנֵּנִי.	1 And it came to pass, that when Isaac was old, and his eyes were dim, so that he could not see, he called Esau his elder son, and said unto him: 'My son'; and he said unto him: 'Here am I.'
27.2 ב  וַיֹּאמֶר, הִנֵּה-נָא זָקַנְתִּי; לֹא יָדַעְתִּי, יוֹם מוֹתִי.	2 And he said: 'Behold now, I am old, I know not the day of my death.
27.3 ג  וְעַתָּה שָׂא-נָא כֵלֶיךָ, תֶּלְיְךָ וְקַשְׁתֶּךָ; וְצֵא, הַשָּׂדֶה, וְצוּדָה לִּי, צידה (צָיִד).	3 Now therefore take, I pray thee, thy weapons, thy quiver and thy bow, and go out to the field, and take me venison;
27.4 ד  וַעֲשֵׂה-לִי מַטְעַמִּים כַּאֲשֶׁר אָהַבְתִּי, וְהָבִיאָה לִּי--וְאֹכֵלָה:  בַּעֲבוּר תְּבָרֶכְךָ נַפְשִׁי, בְּטֶרֶם אָמוּת.	4 and make me savoury food, such as I love, and bring it to me, that I may eat; that my soul may bless thee before I die.'
27.5 ה  וְרִבְקָה שֹׁמַעַת--בְּדַבֵּר יִצְחָק, אֶל-עֵשָׂו בְּנוֹ; וַיֵּלֶךְ עֵשָׂו הַשָּׂדֶה, לָצוּד צַיִד לְהָבִיא.	5 And Rebekah heard when Isaac spoke to Esau his son. And Esau went to the field to hunt for venison, and to bring it.
27.6 ו  וְרִבְקָה, אָמְרָה, אֶל-יַעֲקֹב בְּנָהּ, לֵאמֹר:  הִנֵּה שָׁמַעְתִּי אֶת-אָבִיךָ, מְדַבֵּר אֶל-עֵשָׂו אָחִיךָ לֵאמֹר.	6 And Rebekah spoke unto Jacob her son, saying: 'Behold, I heard thy father speak unto Esau thy brother, saying:
27.7 ז  הָבִיאָה לִּי צַיִד וַעֲשֵׂה-לִי מַטְעַמִּים, וְאֹכֵלָה; וַאֲבָרֶכְכָה לִפְנֵי יְהוָה, לִפְנֵי מוֹתִי.	7 Bring me venison, and make me savoury food, that I may eat, and bless thee before the LORD before my death.
27.8 ח  וְעַתָּה בְנִי, שְׁמַע בְּקֹלִי--לַאֲשֶׁר אֲנִי, מְצַוָּה אֹתָךְ.	8 Now therefore, my son, hearken to my voice according to that which I command thee.
27.9 ט  לֶךְ-נָא, אֶל-הַצֹּאן, וְקַח-לִי מִשָּׁם שְׁנֵי גְּדָיֵי עִזִּים, טֹבִים; וְאֶעֱשֶׂה אֹתָם מַטְעַמִּים לְאָבִיךָ, כַּאֲשֶׁר אָהֵב.	9 Go now to the flock, and fetch me from thence two good kids of the goats; and I will make them savoury food for thy father, such as he loveth;
27.10 י  וְהֵבֵאתָ לְאָבִיךָ, וְאָכָל, בַּעֲבֻר אֲשֶׁר יְבָרֶכְךָ, לִפְנֵי מוֹתוֹ.	10 and thou shalt bring it to thy father, that he may eat, so that he may bless thee before his death.'
27.11 יא  וַיֹּאמֶר יַעֲקֹב, אֶל-רִבְקָה אִמּוֹ:  הֵן עֵשָׂו אָחִי אִישׁ שָׂעִר, וְאָנֹכִי אִישׁ חָלָק.	11 And Jacob said to Rebekah his mother: 'Behold, Esau my brother is a hairy man, and I am a smooth man.
27.12 יב  אוּלַי יְמֻשֵּׁנִי אָבִי, וְהָיִיתִי בְעֵינָיו כִּמְתַעְתֵּעַ; וְהֵבֵאתִי עָלַי קְלָלָה, וְלֹא בְרָכָה.	12 My father peradventure will feel me, and I shall seem to him as a mocker; and I shall bring a curse upon me, and not a blessing.'
27.13 יג  וַתֹּאמֶר לוֹ אִמּוֹ, עָלַי קִלְלָתְךָ בְּנִי; אַךְ שְׁמַע בְּקֹלִי, וְלֵךְ קַח-לִי.	13 And his mother said unto him: 'Upon me be thy curse, my son; only hearken to my voice, and go fetch me them.'
27.14 יד  וַיֵּלֶךְ, וַיִּקַּח, וַיָּבֵא, לְאִמּוֹ; וַתַּעַשׂ אִמּוֹ מַטְעַמִּים, כַּאֲשֶׁר אָהֵב אָבִיו.	14 And he went, and fetched, and brought them to his mother; and his mother made savoury food, such as his father loved.
27.15 טו  וַתִּקַּח רִבְקָה אֶת-בִּגְדֵי עֵשָׂו בְּנָהּ הַגָּדֹל, הַחֲמֻדֹת, אֲשֶׁר אִתָּהּ, בַּבָּיִת; וַתַּלְבֵּשׁ אֶת-יַעֲקֹב, בְּנָהּ הַקָּטָן.	15 And Rebekah took the choicest garments of Esau her elder son, which were with her in the house, and put them upon Jacob her younger son.
27.16 טז  וְאֵת, עֹרֹת גְּדָיֵי הָעִזִּים, הִלְבִּישָׁה, עַל-יָדָיו--וְעַל, חֶלְקַת צַוָּארָיו.	16 And she put the skins of the kids of the goats upon his hands, and upon the smooth of his neck.
27.17 יז  וַתִּתֵּן אֶת-הַמַּטְעַמִּים וְאֶת-הַלֶּחֶם, אֲשֶׁר עָשָׂתָה, בְּיַד, יַעֲקֹב בְּנָהּ.	17 And she gave the savoury food and the bread, which she had prepared, into the hand of her son Jacob.
27.18 יח  וַיָּבֹא אֶל-אָבִיו, וַיֹּאמֶר אָבִי; וַיֹּאמֶר הִנֶּנִּי, מִי אַתָּה בְּנִי.	18 And he came unto his father, and said: 'My father'; and he said: 'Here am I; who art thou, my son?'
27.19 יט  וַיֹּאמֶר יַעֲקֹב אֶל-אָבִיו, אָנֹכִי עֵשָׂו בְּכֹרֶךָ--עָשִׂיתִי, כַּאֲשֶׁר דִּבַּרְתָּ אֵלָי; קוּם-נָא שְׁבָה, וְאָכְלָה מִצֵּידִי--בַּעֲבוּר, תְּבָרְכַנִּי נַפְשֶׁךָ.	19 And Jacob said unto his father: 'I am Esau thy first-born; I have done according as thou badest me. Arise, I pray thee, sit and eat of my venison, that thy soul may bless me.'
27.20 כ  וַיֹּאמֶר יִצְחָק אֶל-בְּנוֹ, מַה-זֶּה מִהַרְתָּ לִמְצֹא בְּנִי; וַיֹּאמֶר, כִּי הִקְרָה יְהוָה אֱלֹהֶיךָ לְפָנָי.	20 And Isaac said unto his son: 'How is it that thou hast found it so quickly, my son?' And he said: 'Because the LORD thy God sent me good speed.'
27.21 כא  וַיֹּאמֶר יִצְחָק אֶל-יַעֲקֹב, גְּשָׁה-נָּא וַאֲמֻשְׁךָ בְּנִי:  הַאַתָּה זֶה בְּנִי עֵשָׂו, אִם-לֹא.	21 And Isaac said unto Jacob: 'Come near, I pray thee, that I may feel thee, my son, whether thou be my very son Esau or not.'
27.22 כב  וַיִּגַּשׁ יַעֲקֹב אֶל-יִצְחָק אָבִיו, וַיְמֻשֵּׁהוּ; וַיֹּאמֶר, הַקֹּל קוֹל יַעֲקֹב, וְהַיָּדַיִם, יְדֵי עֵשָׂו.	22 And Jacob went near unto Isaac his father; and he felt him, and said: 'The voice is the voice of Jacob, but the hands are the hands of Esau.'
27.23 כג  וְלֹא הִכִּירוֹ--כִּי-הָיוּ יָדָיו כִּידֵי עֵשָׂו אָחִיו, שְׂעִרֹת; וַיְבָרְכֵהוּ.	23 And he discerned him not, because his hands were hairy, as his brother Esau's hands; so he blessed him.
27.24 כד  וַיֹּאמֶר, אַתָּה זֶה בְּנִי עֵשָׂו; וַיֹּאמֶר, אָנִי.	24 And he said: 'Art thou my very son Esau?' And he said: 'I am.'
27.25 כה  וַיֹּאמֶר, הַגִּשָׁה לִּי וְאֹכְלָה מִצֵּיד בְּנִי--לְמַעַן תְּבָרֶכְךָ, נַפְשִׁי; וַיַּגֶּשׁ-לוֹ, וַיֹּאכַל, וַיָּבֵא לוֹ יַיִן, וַיֵּשְׁתְּ.	25 And he said: 'Bring it near to me, and I will eat of my son's venison, that my soul may bless thee.' And he brought it near to him, and he did eat; and he brought him wine, and he drank.
